Timestamp,IP,UserAgent,Status,Method_DELETE,Method_GET,Method_POST,Method_PUT
1696316694.0,141.91.251.217,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6481-04-15 14:18:05 Firefox/3.6.7,200,False,True,False,False
1677277255.0,27.11.182.150,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3; rv:1.9.5.20) Gecko/6926-08-22 01:04:41 Firefox/3.8,404,False,False,True,False
1684722374.0,171.9.107.179,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/51.0.883.0 Mobile/61T146 Safari/532.1",500,False,False,True,False
1691197065.0,84.14.134.65,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2824-06-24 16:03:45 Firefox/3.8,500,False,True,False,False
1690614736.0,62.43.17.2,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),201,False,True,False,False
1684153714.0,35.90.67.73,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6 rv:4.0; ml-IN) AppleWebKit/532.38.4 (KHTML, like Gecko) Version/5.0.2 Safari/532.38.4",500,False,False,False,True
1689887279.0,161.167.23.40,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),404,False,False,False,True
1672806943.0,220.254.75.43,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/57.0.866.0 Safari/536.1",200,False,False,True,False
1682292918.0,136.251.161.23,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/16.0.801.0 Safari/533.0",200,False,False,False,True
1688437883.0,220.152.164.234,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nds-DE) AppleWebKit/533.3.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.3.6",500,False,False,False,True
1683548647.0,26.251.78.141,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.1),404,False,False,True,False
1692987937.0,111.2.63.10,Opera/9.29.(X11; Linux i686; oc-FR) Presto/2.9.171 Version/12.00,404,False,False,False,True
1680968898.0,117.0.174.142,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),404,True,False,False,False
1695338724.0,123.64.173.127,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; iw-IL) AppleWebKit/534.7.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.7.1",500,False,True,False,False
1685726318.0,22.113.235.210,Opera/8.66.(Windows CE; ar-SD) Presto/2.9.168 Version/10.00,201,True,False,False,False
1683517264.0,187.229.197.128,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9; rv:1.9.4.20) Gecko/5489-02-17 03:56:53 Firefox/12.0,201,True,False,False,False
1684697089.0,93.32.214.110,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/28.0.823.0 Safari/532.0",200,True,False,False,False
1693110813.0,20.87.77.94,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/28.0.844.0 Mobile/11E249 Safari/534.0",200,False,True,False,False
1677534037.0,111.111.144.191,Mozilla/5.0 (Android 4.0.3; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,404,False,False,False,True
1691784111.0,103.244.215.115,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sw-KE) AppleWebKit/532.36.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.36.3",500,False,False,False,True
1678235772.0,132.233.171.63,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/59.0.877.0 Mobile/91K201 Safari/533.2",201,False,False,True,False
1687902022.0,37.209.101.56,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),500,False,False,False,True
1678763697.0,88.126.221.4,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.1),200,True,False,False,False
1683570043.0,115.186.46.19,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; kn-IN) AppleWebKit/534.50.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.50.4",201,False,True,False,False
1692142536.0,126.158.250.50,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1; rv:1.9.5.20) Gecko/9692-11-01 15:29:34 Firefox/3.6.1,201,False,True,False,False
1681464081.0,152.114.39.21,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.1),200,True,False,False,False
1682759552.0,215.104.251.231,Opera/8.56.(Windows NT 5.1; ia-FR) Presto/2.9.164 Version/10.00,500,False,True,False,False
1679701511.0,126.44.183.191,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7 rv:5.0; lg-UG) AppleWebKit/534.19.6 (KHTML, like Gecko) Version/4.0.3 Safari/534.19.6",201,False,True,False,False
1688815043.0,8.87.87.225,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sa-IN) AppleWebKit/535.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.29.7",500,False,True,False,False
1680965018.0,171.53.137.32,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; is-IS) AppleWebKit/532.11.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6532.11.6",404,True,False,False,False
1695468228.0,185.138.104.149,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8; rv:1.9.2.20) Gecko/5750-07-15 10:32:22 Firefox/3.8,201,False,False,False,True
1691726053.0,43.48.39.161,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/31.0.822.0 Mobile/22G962 Safari/531.0",404,True,False,False,False
1686558962.0,110.162.7.84,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1; rv:1.9.4.20) Gecko/5774-11-15 14:46:17 Firefox/3.6.8,201,False,True,False,False
1685822367.0,154.175.209.195,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.0),200,True,False,False,False
1682176969.0,51.138.225.26,Opera/8.31.(Windows NT 5.01; doi-IN) Presto/2.9.181 Version/11.00,404,False,False,False,True
1694431355.0,185.81.188.4,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9851-07-15 13:09:05 Firefox/3.8,201,False,True,False,False
1680670854.0,198.118.136.19,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/34.0.852.0 Safari/535.1",201,False,False,False,True
1681353248.0,135.197.143.97,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6; rv:1.9.3.20) Gecko/5808-04-30 23:58:49 Firefox/15.0,500,True,False,False,False
1678725597.0,79.94.249.181,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),500,False,False,True,False
1683149335.0,104.81.221.243,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; an-ES) AppleWebKit/534.37.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.37.7",200,False,False,False,True
1673902884.0,223.61.196.150,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/55.0.807.0 Safari/536.2",201,False,False,True,False
1682673463.0,122.29.17.137,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),404,False,False,False,True
1694160773.0,57.164.154.132,Mozilla/5.0 (Android 1.1; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,200,False,False,True,False
1686262013.0,38.137.90.110,Mozilla/5.0 (Windows NT 6.0; kok-IN; rv:1.9.2.20) Gecko/7720-04-01 20:49:55 Firefox/3.8,201,False,False,False,True
1684394977.0,216.197.144.117,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0),201,False,True,False,False
1691693223.0,177.85.91.159,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.40.7 (KHTML, like Gecko) Version/4.0.5 Safari/535.40.7",404,True,False,False,False
1693180416.0,75.139.185.72,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1),200,False,False,True,False
1691470904.0,177.154.42.110,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1),201,False,False,False,True
1685546542.0,48.149.67.174,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.1),200,True,False,False,False
1675694894.0,141.85.50.156,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; zh-SG) AppleWebKit/535.46.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.46.4",500,False,False,False,True
1694271211.0,187.157.99.156,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/13.0.881.0 Mobile/31O713 Safari/536.1",201,False,True,False,False
1686721300.0,129.233.186.168,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4; rv:1.9.6.20) Gecko/5749-08-22 17:22:52 Firefox/8.0,500,True,False,False,False
1676252319.0,46.121.76.120,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; cs-CZ) AppleWebKit/531.16.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.16.4",500,False,False,True,False
1677441290.0,203.30.41.221,Mozilla/5.0 (Android 4.4.3; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,201,False,False,False,True
1691532044.0,51.245.205.43,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/13.0.877.0 Safari/534.0",200,False,True,False,False
1685251674.0,138.8.64.236,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3 rv:5.0; nhn-MX) AppleWebKit/535.25.4 (KHTML, like Gecko) Version/5.0 Safari/535.25.4",500,False,False,False,True
1680083353.0,162.71.40.79,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1),404,False,True,False,False
1679949437.0,93.160.205.176,Opera/9.70.(X11; Linux i686; xh-ZA) Presto/2.9.187 Version/10.00,200,False,True,False,False
1687136108.0,144.152.10.212,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/16.8e5633.0 Mobile/05T422 Safari/534.2",201,True,False,False,False
1685182953.0,106.162.99.26,Opera/8.57.(Windows NT 4.0; en-HK) Presto/2.9.163 Version/10.00,201,False,True,False,False
1690397418.0,135.124.240.94,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.32.6 (KHTML, like Gecko) Version/5.0.4 Safari/535.32.6",200,False,False,False,True
1694971498.0,23.138.186.143,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.50.2 (KHTML, like Gecko) Version/4.0.3 Safari/531.50.2",200,True,False,False,False
1684850553.0,165.147.218.210,Opera/8.45.(X11; Linux x86_64; hr-HR) Presto/2.9.163 Version/11.00,200,False,False,True,False
1692286999.0,51.169.85.117,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.25.5 (KHTML, like Gecko) Version/5.1 Safari/531.25.5",200,False,False,False,True
1695136840.0,93.52.9.241,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7520-08-22 11:17:53 Firefox/8.0,500,False,False,True,False
1688398927.0,63.102.221.19,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/51.0.812.0 Safari/532.2",404,False,True,False,False
1677080793.0,15.178.124.67,Opera/9.63.(Windows NT 5.0; am-ET) Presto/2.9.167 Version/11.00,404,False,True,False,False
1689650004.0,33.1.56.254,Opera/9.91.(X11; Linux i686; el-GR) Presto/2.9.182 Version/10.00,201,False,True,False,False
1692069005.0,195.252.105.100,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.1),404,False,False,True,False
1695464082.0,159.241.83.110,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; rv:1.9.3.20) Gecko/7411-05-04 15:08:50 Firefox/10.0,404,True,False,False,False
1679780882.0,191.152.193.59,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),201,False,False,True,False
1680301401.0,96.48.234.240,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ber-MA) AppleWebKit/532.37.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.37.3",404,False,False,True,False
1680148316.0,117.163.185.24,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),500,False,False,False,True
1677290295.0,81.199.213.64,"Mozilla/5.0 (Windows 98) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/30.0.836.0 Safari/534.0",200,False,False,False,True
1685019734.0,6.47.57.26,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_4 rv:6.0; nds-NL) AppleWebKit/534.19.6 (KHTML, like Gecko) Version/5.0 Safari/534.19.6",404,False,False,True,False
1688660236.0,46.143.134.166,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1),201,False,False,False,True
1681285467.0,200.142.220.93,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/39.0.870.0 Safari/532.1",201,False,False,True,False
1674941649.0,218.62.185.61,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/57.0.874.0 Safari/533.1",500,False,False,True,False
1682665258.0,54.19.64.184,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),200,True,False,False,False
1696244120.0,182.101.85.33,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8289-10-28 08:38:37 Firefox/7.0,201,True,False,False,False
1685708549.0,48.194.231.211,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.1),200,True,False,False,False
1690553745.0,11.52.202.134,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/61.0.846.0 Safari/531.0",200,False,True,False,False
1675392935.0,159.9.163.123,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.0),404,True,False,False,False
1689029538.0,31.80.106.72,Opera/8.88.(X11; Linux x86_64; bhb-IN) Presto/2.9.161 Version/12.00,201,True,False,False,False
1676279539.0,184.107.218.209,Mozilla/5.0 (Android 4.3; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,200,True,False,False,False
1687334530.0,137.40.79.66,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; zu-ZA) AppleWebKit/533.39.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.39.5",201,False,False,True,False
1673490756.0,171.176.103.163,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8 rv:5.0; bs-BA) AppleWebKit/531.39.7 (KHTML, like Gecko) Version/5.0.5 Safari/531.39.7",200,False,False,True,False
1683135773.0,45.240.163.248,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_9 rv:3.0; ps-AF) AppleWebKit/535.1.3 (KHTML, like Gecko) Version/5.0.2 Safari/535.1.3",500,True,False,False,False
1680440108.0,33.115.33.99,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_8; rv:1.9.6.20) Gecko/2037-02-16 14:07:14 Firefox/3.8,404,False,False,False,True
1680431502.0,172.170.136.178,Mozilla/5.0 (Windows 95; pa-PK; rv:1.9.2.20) Gecko/6774-01-25 23:43:22 Firefox/5.0,200,False,False,False,True
1692546858.0,19.228.38.40,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ca-IT) AppleWebKit/535.31.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.31.4",404,False,True,False,False
1692838441.0,44.135.206.13,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/60.0.896.0 Safari/535.2",500,False,False,False,True
1684321327.0,94.121.200.17,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; pt-BR) AppleWebKit/534.42.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.42.3",201,False,False,True,False
1675568986.0,78.248.246.25,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; id-ID) AppleWebKit/531.36.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.36.5",500,True,False,False,False
1693469187.0,130.40.68.14,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.10.2 (KHTML, like Gecko) Version/4.1 Safari/531.10.2",500,True,False,False,False
1688080915.0,70.89.115.152,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7 rv:4.0; ht-HT) AppleWebKit/535.9.1 (KHTML, like Gecko) Version/4.0.5 Safari/535.9.1",201,True,False,False,False
1675585830.0,28.196.171.63,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.1),500,False,False,False,True
1679054231.0,185.118.134.179,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),500,True,False,False,False
1673312997.0,91.135.219.171,Mozilla/5.0 (Windows CE; ky-KG; rv:1.9.0.20) Gecko/6512-07-01 09:20:37 Firefox/3.8,201,False,False,True,False
1682541282.0,178.136.76.134,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.7.2 (KHTML, like Gecko) Version/5.1 Safari/531.7.2",404,True,False,False,False
1672745603.0,70.250.89.153,Mozilla/5.0 (Android 2.2; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,404,True,False,False,False
1681637885.0,118.181.38.191,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9 rv:3.0; csb-PL) AppleWebKit/533.42.6 (KHTML, like Gecko) Version/5.0.4 Safari/533.42.6",200,False,False,True,False
1692788213.0,151.188.230.134,Opera/8.69.(X11; Linux i686; st-ZA) Presto/2.9.184 Version/11.00,201,False,True,False,False
1682288497.0,44.71.177.181,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),200,False,True,False,False
1675636234.0,66.71.232.1,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),200,False,False,True,False
1677143124.0,84.226.3.214,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/46.0.825.0 Safari/535.0",404,False,False,True,False
1684213534.0,123.123.255.41,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),500,False,False,False,True
1674871705.0,49.254.129.38,Mozilla/5.0 (Windows CE; bho-IN; rv:1.9.1.20) Gecko/8459-04-18 02:14:22 Firefox/7.0,200,True,False,False,False
1695341385.0,167.119.114.30,Mozilla/5.0 (Android 5.0.2; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,500,False,True,False,False
1684381733.0,146.122.58.240,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8; rv:1.9.2.20) Gecko/8725-09-24 04:10:37 Firefox/7.0,200,True,False,False,False
1688790164.0,215.0.121.65,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8; rv:1.9.4.20) Gecko/6439-03-21 15:31:13 Firefox/3.8,500,True,False,False,False
1690420663.0,92.156.81.159,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/59.0.807.0 Mobile/11P420 Safari/533.2",500,True,False,False,False
1685971903.0,77.130.224.191,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6; rv:1.9.6.20) Gecko/7989-09-15 21:41:33 Firefox/3.8,404,False,False,False,True
1677735115.0,206.132.164.120,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/51.0.869.0 Safari/535.0",200,True,False,False,False
1688078741.0,11.116.203.57,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6653-01-21 12:17:57 Firefox/3.8,201,False,True,False,False
1687642426.0,84.162.37.197,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; fil-PH) AppleWebKit/531.46.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.46.7",201,False,False,False,True
1677729218.0,5.31.200.157,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9543-03-27 03:06:51 Firefox/3.6.1,200,False,False,False,True
1695726138.0,144.171.108.41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/16.0.829.0 Safari/532.1",404,False,False,False,True
1678275122.0,43.198.71.69,Mozilla/5.0 (Windows NT 6.1; fr-LU; rv:1.9.0.20) Gecko/6015-08-01 17:55:55 Firefox/3.8,200,False,False,False,True
1681522095.0,173.221.154.99,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9698-12-23 23:21:54 Firefox/3.8,201,False,False,True,False
1690712334.0,146.165.168.58,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/50.0.868.0 Safari/532.0",201,True,False,False,False
1692420175.0,26.200.21.38,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.1),500,False,False,False,True
1679462241.0,3.57.217.211,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.38.6 (KHTML, like Gecko) Version/4.1 Safari/533.38.6",404,False,False,True,False
1682296626.0,101.54.162.56,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3 rv:6.0; wal-ET) AppleWebKit/531.3.3 (KHTML, like Gecko) Version/5.1 Safari/531.3.3",500,False,True,False,False
1689008074.0,94.138.96.86,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),200,False,True,False,False
1690232918.0,124.205.97.219,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),200,False,False,False,True
1673619975.0,194.150.247.243,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_8 rv:3.0; nn-NO) AppleWebKit/534.14.6 (KHTML, like Gecko) Version/4.0.5 Safari/534.14.6",500,True,False,False,False
1677707735.0,92.158.62.65,Opera/8.53.(Windows NT 4.0; hr-HR) Presto/2.9.168 Version/11.00,404,False,True,False,False
1694098201.0,186.250.57.19,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.0),404,False,False,True,False
1678779501.0,88.121.123.172,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.0),201,False,False,False,True
1687052482.0,114.197.95.108,Opera/9.12.(Windows 98; Win 9x 4.90; my-MM) Presto/2.9.174 Version/11.00,200,False,False,True,False
1686834389.0,17.37.151.153,Opera/8.48.(Windows 98; Win 9x 4.90; si-LK) Presto/2.9.160 Version/11.00,200,False,True,False,False
1679437628.0,124.15.174.87,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/18.0.801.0 Safari/532.2",500,False,False,False,True
1672669229.0,130.42.239.105,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2; rv:1.9.2.20) Gecko/7634-04-29 08:55:13 Firefox/3.8,201,False,False,False,True
1687401235.0,96.164.111.8,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2962-11-14 16:49:41 Firefox/7.0,201,False,False,True,False
1691296658.0,21.108.206.216,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/46.0.809.0 Safari/533.1",404,True,False,False,False
1692868969.0,109.203.190.252,Opera/8.72.(X11; Linux x86_64; yo-NG) Presto/2.9.179 Version/10.00,404,True,False,False,False
1677198667.0,79.141.46.54,Opera/9.87.(X11; Linux x86_64; so-SO) Presto/2.9.173 Version/12.00,500,False,False,False,True
1688586326.0,165.198.2.72,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0),201,False,False,True,False
1687512770.0,100.188.101.9,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.14.1 (KHTML, like Gecko) Version/5.0.1 Safari/533.14.1",200,True,False,False,False
1675456586.0,6.226.17.206,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),200,False,True,False,False
1678098015.0,81.132.156.153,Opera/8.77.(X11; Linux i686; zh-HK) Presto/2.9.173 Version/11.00,201,True,False,False,False
1672855041.0,116.152.250.244,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8 rv:6.0; gv-GB) AppleWebKit/535.7.5 (KHTML, like Gecko) Version/4.0 Safari/535.7.5",500,False,False,True,False
1691198287.0,109.212.115.127,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),201,False,True,False,False
1672704253.0,92.137.148.147,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.0),404,True,False,False,False
1689305568.0,104.236.247.161,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.47.6 (KHTML, like Gecko) Version/4.0 Safari/532.47.6",200,False,True,False,False
1691559227.0,81.19.16.133,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0; rv:1.9.4.20) Gecko/8754-09-28 14:34:13 Firefox/3.8,201,False,False,False,True
1695336567.0,86.121.166.181,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),200,True,False,False,False
1674687928.0,204.247.138.59,Opera/8.64.(X11; Linux x86_64; ka-GE) Presto/2.9.162 Version/12.00,200,False,False,False,True
1673918094.0,11.229.120.136,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/60.0.862.0 Safari/532.2",201,False,False,True,False
1695023105.0,94.9.140.127,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; st-ZA) AppleWebKit/532.34.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.34.3",404,False,True,False,False
1690092187.0,137.77.162.116,"Mozilla/5.0 (Windows CE) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/44.0.834.0 Safari/536.0",200,False,True,False,False
1694819623.0,187.0.100.43,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1),200,False,False,True,False
1680533334.0,36.73.246.198,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8 rv:3.0; sa-IN) AppleWebKit/532.42.1 (KHTML, like Gecko) Version/5.0.2 Safari/532.42.1",200,False,False,True,False
1689919743.0,200.209.192.180,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.1),201,True,False,False,False
1679763463.0,121.147.161.243,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.25.6 (KHTML, like Gecko) Version/5.1 Safari/535.25.6",404,False,True,False,False
